AMC,schemeCode,schemeCategory,schemeSubCategory,schemeName,Plan,Option
HDFC Asset Management Company Limited,151496,Other Scheme,Index Funds,HDFC Nifty G-Sec Apr 2029 Index Fund - Regular Growth,Regular,Growth
HDFC Asset Management Company Limited,150845,Other Scheme,Index Funds,HDFC Nifty G-Sec Dec 2026 Index Fund - Direct Growth,Direct,Growth
HDFC Asset Management Company Limited,150844,Other Scheme,Index Funds,HDFC Nifty G-Sec Dec 2026 Index Fund - Regular Growth,Regular,Growth
HDFC Asset Management Company Limited,150847,Other Scheme,Index Funds,HDFC Nifty G-Sec July 2031 Index Fund - Direct Growth,Direct,Growth
HDFC Asset Management Company Limited,150846,Other Scheme,Index Funds,HDFC Nifty G-Sec July 2031 Index Fund - Regular Growth,Regular,Growth
HDFC Asset Management Company Limited,151181,Other Scheme,Index Funds,HDFC Nifty G-Sec Jun 2027 Index Fund - Direct Growth,Direct,Growth
HDFC Asset Management Company Limited,151180,Other Scheme,Index Funds,HDFC Nifty G-Sec Jun 2027 Index Fund - Regular Growth,Regular,Growth
HDFC Asset Management Company Limited,151489,Other Scheme,Index Funds,HDFC Nifty G-Sec Jun 2036 Index Fund - Direct Growth,Direct,Growth
HDFC Asset Management Company Limited,151490,Other Scheme,Index Funds,HDFC Nifty G-Sec Jun 2036 Index Fund - Regular Growth,Regular,Growth
HDFC Asset Management Company Limited,151183,Other Scheme,Index Funds,HDFC Nifty G-Sec Sep 2032 Index Fund - Direct Growth,Direct,Growth
HDFC Asset Management Company Limited,151182,Other Scheme,Index Funds,HDFC Nifty G-Sec Sep 2032 Index Fund - Regular Growth,Regular,Growth
HDFC Asset Management Company Limited,150621,Other Scheme,Other  ETFs,HDFC NIFTY GROWTH SECTORS 15 ETF - Regular Growth,Regular,Growth
HDFC Asset Management Company Limited,153097,Other Scheme,Index Funds,HDFC Nifty India Digital Index Fund - Direct Growth,Direct,Growth
HDFC Asset Management Company Limited,153096,Other Scheme,Index Funds,HDFC Nifty India Digital Index Fund - Regular Growth,Regular,Growth
HDFC Asset Management Company Limited,150801,Other Scheme,Other  ETFs,HDFC NIFTY IT ETF - Regular Growth,Regular,Growth
HDFC Asset Management Company Limited,152889,Other Scheme,Index Funds,HDFC NIFTY LargeMidcap 250 Index Fund - Direct Growth,Direct,Growth
HDFC Asset Management Company Limited,152890,Other Scheme,Index Funds,HDFC NIFTY LargeMidcap 250 Index Fund - Regular Growth,Regular,Growth
HDFC Asset Management Company Limited,151374,Other Scheme,Other  ETFs,HDFC NIFTY Midcap 150 ETF - Regular Growth,Regular,Growth
HDFC Asset Management Company Limited,151724,Other Scheme,Index Funds,HDFC NIFTY Midcap 150 Index Fund - Direct Growth,Direct,Growth
HDFC Asset Management Company Limited,151725,Other Scheme,Index Funds,HDFC NIFTY Midcap 150 Index Fund - Regular Growth,Regular,Growth
HDFC Asset Management Company Limited,150477,Other Scheme,Other  ETFs,HDFC NIFTY NEXT 50 ETF - Regular Growth,Regular,Growth
HDFC Asset Management Company Limited,149288,Other Scheme,Index Funds,HDFC NIFTY Next 50 index Fund - Direct Growth,Direct,Growth
HDFC Asset Management Company Limited,149287,Other Scheme,Index Funds,HDFC NIFTY Next 50 index Fund - Regular Growth,Regular,Growth
HDFC Asset Management Company Limited,150802,Other Scheme,Other  ETFs,HDFC NIFTY Private Bank ETF - Regular Growth,Regular,Growth
HDFC Asset Management Company Limited,151456,Other Scheme,Index Funds,HDFC Nifty SDL Oct 2026 Index Fund - Direct Growth,Direct,Growth
HDFC Asset Management Company Limited,151455,Other Scheme,Index Funds,HDFC Nifty SDL Oct 2026 Index Fund - Regular Growth,Regular,Growth
HDFC Asset Management Company Limited,151570,Other Scheme,Index Funds,HDFC NIFTY SDL Plus G-Sec Jun 2027 40 60 Index Fund - Direct Growth,Direct,Growth
HDFC Asset Management Company Limited,151571,Other Scheme,Index Funds,HDFC NIFTY SDL Plus G-Sec Jun 2027 40 60 Index Fund - Regular Growth,Regular,Growth
HDFC Asset Management Company Limited,151375,Other Scheme,Other  ETFs,HDFC NIFTY Smallcap 250 ETF - Regular Growth,Regular,Growth
HDFC Asset Management Company Limited,151727,Other Scheme,Index Funds,HDFC NIFTY Smallcap 250 Index Fund - Direct Growth,Direct,Growth
HDFC Asset Management Company Limited,151726,Other Scheme,Index Funds,HDFC NIFTY Smallcap 250 Index Fund - Regular Growth,Regular,Growth
HDFC Asset Management Company Limited,153404,Other Scheme,Index Funds,HDFC Nifty Top 20 Equal Weight Index Fund - Regular Growth,Regular,Growth
HDFC Asset Management Company Limited,150658,Other Scheme,Other  ETFs,HDFC NIFTY100 Low Volatility 30 ETF - Regular Growth,Regular,Growth
HDFC Asset Management Company Limited,150620,Other Scheme,Other  ETFs,HDFC NIFTY100 QUALITY 30 ETF - Regular Growth,Regular,Growth
HDFC Asset Management Company Limited,150657,Other Scheme,Other  ETFs,HDFC NIFTY200 MOMENTUM 30 ETF - Regular Growth,Regular,Growth
HDFC Asset Management Company Limited,149107,Other Scheme,Index Funds,HDFC NIFTY50 Equal Weight Index Fund - Direct Growth,Direct,Growth
HDFC Asset Management Company Limited,149106,Other Scheme,Index Funds,HDFC NIFTY50 Equal Weight Index Fund - Regular Growth,Regular,Growth
HDFC Asset Management Company Limited,150619,Other Scheme,Other  ETFs,HDFC NIFTY50 VALUE 20 ETF - Regular Growth,Regular,Growth
HDFC Asset Management Company Limited,151804,Equity Scheme,Sectoral/ Thematic,HDFC Non-Cyclical Consumer Fund - Direct Growth,Direct,Growth
HDFC Asset Management Company Limited,151805,Equity Scheme,Sectoral/ Thematic,HDFC Non-Cyclical Consumer Fund - Direct IDCW,Direct,IDCW
HDFC Asset Management Company Limited,151803,Equity Scheme,Sectoral/ Thematic,HDFC Non-Cyclical Consumer Fund - Regular Growth,Regular,Growth
HDFC Asset Management Company Limited,151802,Equity Scheme,Sectoral/ Thematic,HDFC Non-Cyclical Consumer Fund - Regular IDCW,Regular,IDCW
HDFC Asset Management Company Limited,119110,Debt Scheme,Overnight Fund,HDFC Overnight Fund - Direct Growth,Direct,Growth
HDFC Asset Management Company Limited,119109,Debt Scheme,Overnight Fund,HDFC Overnight Fund - Direct IDCW,Direct,IDCW
HDFC Asset Management Company Limited,101996,Debt Scheme,Overnight Fund,HDFC Overnight Fund - Regular Growth,Regular,Growth
HDFC Asset Management Company Limited,101997,Debt Scheme,Overnight Fund,HDFC Overnight Fund - Regular IDCW,Regular,IDCW
HDFC Asset Management Company Limited,152082,Equity Scheme,Sectoral/ Thematic,HDFC Pharma and Healthcare Fund - Direct Growth,Direct,Growth
HDFC Asset Management Company Limited,152081,Equity Scheme,Sectoral/ Thematic,HDFC Pharma and Healthcare Fund - Direct IDCW,Direct,IDCW
HDFC Asset Management Company Limited,152084,Equity Scheme,Sectoral/ Thematic,HDFC Pharma and Healthcare Fund - Regular Growth,Regular,Growth
HDFC Asset Management Company Limited,152083,Equity Scheme,Sectoral/ Thematic,HDFC Pharma and Healthcare Fund - Regular IDCW,Regular,IDCW
HDFC Asset Management Company Limited,136094,Solution Oriented Scheme,Retirement Fund,HDFC Retirement Savings Fund - Equity Plan - Direct Growth,Direct,Growth
HDFC Asset Management Company Limited,136090,Solution Oriented Scheme,Retirement Fund,HDFC Retirement Savings Fund - Equity Plan - Regular Growth,Regular,Growth
HDFC Asset Management Company Limited,136465,Solution Oriented Scheme,Retirement Fund,HDFC Retirement Savings Fund - Hybrid-Debt Plan - Direct Growth,Direct,Growth
HDFC Asset Management Company Limited,136466,Solution Oriented Scheme,Retirement Fund,HDFC Retirement Savings Fund - Hybrid-Debt Plan - Regular Growth,Regular,Growth
HDFC Asset Management Company Limited,136464,Solution Oriented Scheme,Retirement Fund,HDFC Retirement Savings Fund - Hybrid-Equity Plan - Direct Growth,Direct,Growth
HDFC Asset Management Company Limited,136463,Solution Oriented Scheme,Retirement Fund,HDFC Retirement Savings Fund - Hybrid-Equity Plan - Regular Growth,Regular,Growth
HDFC Asset Management Company Limited,119016,Debt Scheme,Short Duration Fund,HDFC Short Term Debt Fund - Direct Growth,Direct,Growth
HDFC Asset Management Company Limited,113047,Debt Scheme,Short Duration Fund,HDFC Short Term Debt Fund - Regular Growth,Regular,Growth
HDFC Asset Management Company Limited,150556,Other Scheme,Other  ETFs,HDFC Silver ETF - Regular Growth,Regular,Growth
HDFC Asset Management Company Limited,150737,Other Scheme,FoF Domestic,HDFC Silver ETF Fund of Fund - Direct Growth,Direct,Growth
HDFC Asset Management Company Limited,150736,Other Scheme,FoF Domestic,HDFC Silver ETF Fund of Fund - Regular Growth,Regular,Growth
HDFC Asset Management Company Limited,130503,Equity Scheme,Small Cap Fund,HDFC Small Cap Fund - Direct Growth,Direct,Growth
HDFC Asset Management Company Limited,130504,Equity Scheme,Small Cap Fund,HDFC Small Cap Fund - Direct IDCW,Direct,IDCW
HDFC Asset Management Company Limited,130502,Equity Scheme,Small Cap Fund,HDFC Small Cap Fund - Regular Growth,Regular,Growth
HDFC Asset Management Company Limited,130501,Equity Scheme,Small Cap Fund,HDFC Small Cap Fund - Regular IDCW,Regular,IDCW
HDFC Asset Management Company Limited,152059,Equity Scheme,Sectoral/ Thematic,HDFC Technology Fund - Direct Growth,Direct,Growth
HDFC Asset Management Company Limited,152060,Equity Scheme,Sectoral/ Thematic,HDFC Technology Fund - Direct IDCW,Direct,IDCW
HDFC Asset Management Company Limited,152058,Equity Scheme,Sectoral/ Thematic,HDFC Technology Fund - Regular Growth,Regular,Growth
HDFC Asset Management Company Limited,152057,Equity Scheme,Sectoral/ Thematic,HDFC Technology Fund - Regular IDCW,Regular,IDCW
HDFC Asset Management Company Limited,151901,Equity Scheme,Sectoral/ Thematic,HDFC Transportation and Logistics Fund - Direct Growth,Direct,Growth
HDFC Asset Management Company Limited,151899,Equity Scheme,Sectoral/ Thematic,HDFC Transportation and Logistics Fund - Direct IDCW,Direct,IDCW
HDFC Asset Management Company Limited,151900,Equity Scheme,Sectoral/ Thematic,HDFC Transportation and Logistics Fund - Regular Growth,Regular,Growth
HDFC Asset Management Company Limited,151902,Equity Scheme,Sectoral/ Thematic,HDFC Transportation and Logistics Fund - Regular IDCW,Regular,IDCW
HDFC Asset Management Company Limited,145034,Debt Scheme,Ultra Short Duration Fund,HDFC Ultra Short Term Fund - Direct Growth,Direct,Growth
HDFC Asset Management Company Limited,145040,Debt Scheme,Ultra Short Duration Fund,HDFC Ultra Short Term Fund - Regular Growth,Regular,Growth
HDFC Asset Management Company Limited,118935,Equity Scheme,Value Fund,HDFC Value Fund - Direct Growth,Direct,Growth
HDFC Asset Management Company Limited,118934,Equity Scheme,Value Fund,HDFC Value Fund - Direct IDCW,Direct,IDCW
HDFC Asset Management Company Limited,101764,Equity Scheme,Value Fund,HDFC Value Fund - Regular Growth,Regular,Growth
HDFC Asset Management Company Limited,101765,Equity Scheme,Value Fund,HDFC Value Fund - Regular IDCW,Regular,IDCW
Helios Capital Asset Management (India) Pvt. Ltd.,152509,Hybrid Scheme,Dynamic Asset Allocation or Balanced Advantage,Helios Balanced Advantage Fund - Direct Growth,Direct,Growth
Helios Capital Asset Management (India) Pvt. Ltd.,152511,Hybrid Scheme,Dynamic Asset Allocation or Balanced Advantage,Helios Balanced Advantage Fund - Direct IDCW,Direct,IDCW
Helios Capital Asset Management (India) Pvt. Ltd.,152512,Hybrid Scheme,Dynamic Asset Allocation or Balanced Advantage,Helios Balanced Advantage Fund - Regular Growth,Regular,Growth
Helios Capital Asset Management (India) Pvt. Ltd.,152510,Hybrid Scheme,Dynamic Asset Allocation or Balanced Advantage,Helios Balanced Advantage Fund - Regular IDCW,Regular,IDCW
Helios Capital Asset Management (India) Pvt. Ltd.,152679,Equity Scheme,Sectoral/ Thematic,Helios Financial Services Fund - Direct Growth,Direct,Growth
Helios Capital Asset Management (India) Pvt. Ltd.,152680,Equity Scheme,Sectoral/ Thematic,Helios Financial Services Fund - Direct IDCW,Direct,IDCW
Helios Capital Asset Management (India) Pvt. Ltd.,152682,Equity Scheme,Sectoral/ Thematic,Helios Financial Services Fund - Regular Growth,Regular,Growth
Helios Capital Asset Management (India) Pvt. Ltd.,152681,Equity Scheme,Sectoral/ Thematic,Helios Financial Services Fund - Regular IDCW,Regular,IDCW
Helios Capital Asset Management (India) Pvt. Ltd.,152135,Equity Scheme,Flexi Cap Fund,Helios Flexi Cap Fund - Direct Growth,Direct,Growth
Helios Capital Asset Management (India) Pvt. Ltd.,152138,Equity Scheme,Flexi Cap Fund,Helios Flexi Cap Fund - Direct IDCW,Direct,IDCW
Helios Capital Asset Management (India) Pvt. Ltd.,152136,Equity Scheme,Flexi Cap Fund,Helios Flexi Cap Fund - Regular Growth,Regular,Growth
Helios Capital Asset Management (India) Pvt. Ltd.,152137,Equity Scheme,Flexi Cap Fund,Helios Flexi Cap Fund - Regular IDCW,Regular,IDCW
Helios Capital Asset Management (India) Pvt. Ltd.,152941,Equity Scheme,Large & Mid Cap Fund,Helios Large & Mid Cap Fund - Direct Growth,Direct,Growth
Helios Capital Asset Management (India) Pvt. Ltd.,152942,Equity Scheme,Large & Mid Cap Fund,Helios Large & Mid Cap Fund - Direct IDCW,Direct,IDCW
Helios Capital Asset Management (India) Pvt. Ltd.,152943,Equity Scheme,Large & Mid Cap Fund,Helios Large & Mid Cap Fund - Regular Growth,Regular,Growth
Helios Capital Asset Management (India) Pvt. Ltd.,152944,Equity Scheme,Large & Mid Cap Fund,Helios Large & Mid Cap Fund - Regular IDCW,Regular,IDCW
Helios Capital Asset Management (India) Pvt. Ltd.,153326,Equity Scheme,Mid Cap Fund,Helios Mid Cap Fund - Direct Growth,Direct,Growth
Helios Capital Asset Management (India) Pvt. Ltd.,153324,Equity Scheme,Mid Cap Fund,Helios Mid Cap Fund - Direct IDCW,Direct,IDCW
Helios Capital Asset Management (India) Pvt. Ltd.,153327,Equity Scheme,Mid Cap Fund,Helios Mid Cap Fund - Regular Growth,Regular,Growth
Helios Capital Asset Management (India) Pvt. Ltd.,153325,Equity Scheme,Mid Cap Fund,Helios Mid Cap Fund - Regular IDCW,Regular,IDCW
Helios Capital Asset Management (India) Pvt. Ltd.,152152,Debt Scheme,Overnight Fund,Helios Overnight Fund - Direct Growth,Direct,Growth
Helios Capital Asset Management (India) Pvt. Ltd.,152151,Debt Scheme,Overnight Fund,Helios Overnight Fund - Direct IDCW,Direct,IDCW
Helios Capital Asset Management (India) Pvt. Ltd.,152153,Debt Scheme,Overnight Fund,Helios Overnight Fund - Regular Growth,Regular,Growth
Helios Capital Asset Management (India) Pvt. Ltd.,152154,Debt Scheme,Overnight Fund,Helios Overnight Fund - Regular IDCW,Regular,IDCW
Helios Capital Asset Management (India) Pvt. Ltd.,153912,Equity Scheme,Small Cap Fund,Helios Small Cap Fund - Direct Growth,Direct,Growth
Helios Capital Asset Management (India) Pvt. Ltd.,153910,Equity Scheme,Small Cap Fund,Helios Small Cap Fund - Direct IDCW,Direct,IDCW
Helios Capital Asset Management (India) Pvt. Ltd.,153909,Equity Scheme,Small Cap Fund,Helios Small Cap Fund - Regular Growth,Regular,Growth
Helios Capital Asset Management (India) Pvt. Ltd.,153911,Equity Scheme,Small Cap Fund,Helios Small Cap Fund - Regular IDCW,Regular,IDCW
HSBC Asset Management (India) Private Ltd.,129200,Other Scheme,FoF Domestic,HSBC Aggressive Hybrid Active FOF (erstwhile HSBC Managed Solutions India - Growth fund) - Direct Growth,Direct,Growth
HSBC Asset Management (India) Private Ltd.,129201,Other Scheme,FoF Domestic,HSBC Aggressive Hybrid Active FOF (erstwhile HSBC Managed Solutions India - Growth fund) - Direct IDCW,Direct,IDCW
HSBC Asset Management (India) Private Ltd.,129065,Other Scheme,FoF Domestic,HSBC Aggressive Hybrid Active FOF (erstwhile HSBC Managed Solutions India - Growth fund) - Regular Growth,Regular,Growth
HSBC Asset Management (India) Private Ltd.,129199,Other Scheme,FoF Domestic,HSBC Aggressive Hybrid Active FOF (erstwhile HSBC Managed Solutions India - Growth fund) - Regular IDCW,Regular,IDCW
HSBC Asset Management (India) Private Ltd.,151122,Hybrid Scheme,Aggressive Hybrid Fund,HSBC Aggressive Hybrid Fund - Direct Growth,Direct,Growth
HSBC Asset Management (India) Private Ltd.,151120,Hybrid Scheme,Aggressive Hybrid Fund,HSBC Aggressive Hybrid Fund - Regular Growth,Regular,Growth
HSBC Asset Management (India) Private Ltd.,151138,Hybrid Scheme,Arbitrage Fund,HSBC Arbitrage Fund - Direct Growth,Direct,Growth
HSBC Asset Management (India) Private Ltd.,151134,Hybrid Scheme,Arbitrage Fund,HSBC Arbitrage Fund - Regular Growth,Regular,Growth
HSBC Asset Management (India) Private Ltd.,127071,Other Scheme,FoF Overseas,HSBC Asia Pacific (Ex Japan) Dividend Yield Fund - Direct Growth,Direct,Growth
HSBC Asset Management (India) Private Ltd.,127072,Other Scheme,FoF Overseas,HSBC Asia Pacific (Ex Japan) Dividend Yield Fund - Direct IDCW,Direct,IDCW
HSBC Asset Management (India) Private Ltd.,127073,Other Scheme,FoF Overseas,HSBC Asia Pacific (Ex Japan) Dividend Yield Fund - Regular Growth,Regular,Growth
HSBC Asset Management (India) Private Ltd.,127070,Other Scheme,FoF Overseas,HSBC Asia Pacific (Ex Japan) Dividend Yield Fund - Regular IDCW,Regular,IDCW
HSBC Asset Management (India) Private Ltd.,151129,Hybrid Scheme,Dynamic Asset Allocation or Balanced Advantage,HSBC Balanced Advantage Fund - Direct Growth,Direct,Growth
HSBC Asset Management (India) Private Ltd.,151128,Hybrid Scheme,Dynamic Asset Allocation or Balanced Advantage,HSBC Balanced Advantage Fund - Direct IDCW,Direct,IDCW
HSBC Asset Management (India) Private Ltd.,151127,Hybrid Scheme,Dynamic Asset Allocation or Balanced Advantage,HSBC Balanced Advantage Fund - Regular Growth,Regular,Growth
HSBC Asset Management (India) Private Ltd.,151126,Hybrid Scheme,Dynamic Asset Allocation or Balanced Advantage,HSBC Balanced Advantage Fund - Regular IDCW,Regular,IDCW
HSBC Asset Management (India) Private Ltd.,151107,Debt Scheme,Banking and PSU Fund,HSBC Banking and PSU Debt Fund - Direct Growth,Direct,Growth
HSBC Asset Management (India) Private Ltd.,151104,Debt Scheme,Banking and PSU Fund,HSBC Banking and PSU Debt Fund - Regular Growth,Regular,Growth
HSBC Asset Management (India) Private Ltd.,120035,Other Scheme,FoF Overseas,HSBC Brazil Fund - Direct Growth,Direct,Growth
HSBC Asset Management (India) Private Ltd.,120036,Other Scheme,FoF Overseas,HSBC Brazil Fund - Direct IDCW,Direct,IDCW
HSBC Asset Management (India) Private Ltd.,115116,Other Scheme,FoF Overseas,HSBC Brazil Fund - Regular Growth,Regular,Growth
HSBC Asset Management (India) Private Ltd.,115117,Other Scheme,FoF Overseas,HSBC Brazil Fund - Regular IDCW,Regular,IDCW
HSBC Asset Management (India) Private Ltd.,151142,Equity Scheme,Sectoral/ Thematic,HSBC Business Cycles Fund - Direct Growth,Direct,Growth
HSBC Asset Management (India) Private Ltd.,151145,Equity Scheme,Sectoral/ Thematic,HSBC Business Cycles Fund - Direct IDCW,Direct,IDCW
HSBC Asset Management (India) Private Ltd.,151144,Equity Scheme,Sectoral/ Thematic,HSBC Business Cycles Fund - Regular Growth,Regular,Growth
HSBC Asset Management (India) Private Ltd.,151143,Equity Scheme,Sectoral/ Thematic,HSBC Business Cycles Fund - Regular IDCW,Regular,IDCW
HSBC Asset Management (India) Private Ltd.,120073,Hybrid Scheme,Conservative Hybrid Fund,HSBC Conservative Hybrid Fund - Direct Growth,Direct,Growth
HSBC Asset Management (India) Private Ltd.,102262,Hybrid Scheme,Conservative Hybrid Fund,HSBC Conservative Hybrid Fund - Regular Growth,Regular,Growth
HSBC Asset Management (India) Private Ltd.,152032,Equity Scheme,Sectoral/ Thematic,HSBC Consumption Fund - Direct Growth,Direct,Growth
HSBC Asset Management (India) Private Ltd.,152028,Equity Scheme,Sectoral/ Thematic,HSBC Consumption Fund - Direct IDCW,Direct,IDCW
HSBC Asset Management (India) Private Ltd.,152027,Equity Scheme,Sectoral/ Thematic,HSBC Consumption Fund - Regular Growth,Regular,Growth
HSBC Asset Management (India) Private Ltd.,152030,Equity Scheme,Sectoral/ Thematic,HSBC Consumption Fund - Regular IDCW,Regular,IDCW
HSBC Asset Management (India) Private Ltd.,150996,Debt Scheme,Corporate Bond Fund,HSBC Corporate Bond Fund - Direct Growth,Direct,Growth
HSBC Asset Management (India) Private Ltd.,150992,Debt Scheme,Corporate Bond Fund,HSBC Corporate Bond Fund - Regular Growth,Regular,Growth
HSBC Asset Management (India) Private Ltd.,151045,Debt Scheme,Credit Risk Fund,HSBC Credit Risk Fund - Direct Growth,Direct,Growth
HSBC Asset Management (India) Private Ltd.,151043,Debt Scheme,Credit Risk Fund,HSBC Credit Risk Fund - Regular Growth,Regular,Growth
HSBC Asset Management (India) Private Ltd.,149966,Other Scheme,Index Funds,HSBC CRISIL IBX 50 50 Gilt Plus SDL Apr 2028 Index Fund - Direct Growth,Direct,Growth
HSBC Asset Management (India) Private Ltd.,149962,Other Scheme,Index Funds,HSBC CRISIL IBX 50 50 Gilt Plus SDL Apr 2028 Index Fund - Direct IDCW,Direct,IDCW
HSBC Asset Management (India) Private Ltd.,149963,Other Scheme,Index Funds,HSBC CRISIL IBX 50 50 Gilt Plus SDL Apr 2028 Index Fund - Regular Growth,Regular,Growth
HSBC Asset Management (India) Private Ltd.,149964,Other Scheme,Index Funds,HSBC CRISIL IBX 50 50 Gilt Plus SDL Apr 2028 Index Fund - Regular IDCW,Regular,IDCW
HSBC Asset Management (India) Private Ltd.,151479,Other Scheme,Index Funds,HSBC CRISIL IBX Gilt June 2027 Index Fund - Direct Growth,Direct,Growth
HSBC Asset Management (India) Private Ltd.,151482,Other Scheme,Index Funds,HSBC CRISIL IBX Gilt June 2027 Index Fund - Direct IDCW,Direct,IDCW
HSBC Asset Management (India) Private Ltd.,151480,Other Scheme,Index Funds,HSBC CRISIL IBX Gilt June 2027 Index Fund - Regular Growth,Regular,Growth
HSBC Asset Management (India) Private Ltd.,151481,Other Scheme,Index Funds,HSBC CRISIL IBX Gilt June 2027 Index Fund - Regular IDCW,Regular,IDCW
HSBC Asset Management (India) Private Ltd.,151087,Debt Scheme,Dynamic Bond,HSBC Dynamic Bond Fund - Direct Growth,Direct,Growth
HSBC Asset Management (India) Private Ltd.,151084,Debt Scheme,Dynamic Bond,HSBC Dynamic Bond Fund - Regular Growth,Regular,Growth
HSBC Asset Management (India) Private Ltd.,151078,Equity Scheme,ELSS,HSBC ELSS Tax saver Fund - Direct Growth,Direct,Growth
HSBC Asset Management (India) Private Ltd.,151079,Equity Scheme,ELSS,HSBC ELSS Tax saver Fund - Direct IDCW,Direct,IDCW
HSBC Asset Management (India) Private Ltd.,151076,Equity Scheme,ELSS,HSBC ELSS Tax saver Fund - Regular Growth,Regular,Growth
HSBC Asset Management (India) Private Ltd.,151077,Equity Scheme,ELSS,HSBC ELSS Tax saver Fund - Regular IDCW,Regular,IDCW
HSBC Asset Management (India) Private Ltd.,151060,Hybrid Scheme,Equity Savings,HSBC Equity Savings Fund - Direct Growth,Direct,Growth
HSBC Asset Management (India) Private Ltd.,151058,Hybrid Scheme,Equity Savings,HSBC Equity Savings Fund - Regular Growth,Regular,Growth
HSBC Asset Management (India) Private Ltd.,153266,Equity Scheme,Sectoral/ Thematic,HSBC Financial Services fund - Direct Growth,Direct,Growth
HSBC Asset Management (India) Private Ltd.,153269,Equity Scheme,Sectoral/ Thematic,HSBC Financial Services fund - Direct IDCW,Direct,IDCW
HSBC Asset Management (India) Private Ltd.,153267,Equity Scheme,Sectoral/ Thematic,HSBC Financial Services fund - Regular Growth,Regular,Growth
HSBC Asset Management (India) Private Ltd.,153268,Equity Scheme,Sectoral/ Thematic,HSBC Financial Services fund - Regular IDCW,Regular,IDCW
HSBC Asset Management (India) Private Ltd.,120046,Equity Scheme,Flexi Cap Fund,HSBC Flexi Cap Fund - Direct Growth,Direct,Growth
HSBC Asset Management (India) Private Ltd.,120045,Equity Scheme,Flexi Cap Fund,HSBC Flexi Cap Fund - Direct IDCW,Direct,IDCW
HSBC Asset Management (India) Private Ltd.,102252,Equity Scheme,Flexi Cap Fund,HSBC Flexi Cap Fund - Regular Growth,Regular,Growth
HSBC Asset Management (India) Private Ltd.,102251,Equity Scheme,Flexi Cap Fund,HSBC Flexi Cap Fund - Regular IDCW,Regular,IDCW
HSBC Asset Management (India) Private Ltd.,148411,Equity Scheme,Focused Fund,HSBC Focused Fund - Direct Growth,Direct,Growth
HSBC Asset Management (India) Private Ltd.,148412,Equity Scheme,Focused Fund,HSBC Focused Fund - Direct IDCW,Direct,IDCW
HSBC Asset Management (India) Private Ltd.,148409,Equity Scheme,Focused Fund,HSBC Focused Fund - Regular Growth,Regular,Growth
HSBC Asset Management (India) Private Ltd.,148410,Equity Scheme,Focused Fund,HSBC Focused Fund - Regular IDCW,Regular,IDCW
HSBC Asset Management (India) Private Ltd.,151014,Debt Scheme,Gilt Fund,HSBC Gilt Fund - Direct Growth,Direct,Growth
HSBC Asset Management (India) Private Ltd.,151015,Debt Scheme,Gilt Fund,HSBC Gilt Fund - Direct IDCW,Direct,IDCW
HSBC Asset Management (India) Private Ltd.,151013,Debt Scheme,Gilt Fund,HSBC Gilt Fund - Regular Growth,Regular,Growth
HSBC Asset Management (India) Private Ltd.,151012,Debt Scheme,Gilt Fund,HSBC Gilt Fund - Regular IDCW,Regular,IDCW
HSBC Asset Management (India) Private Ltd.,120043,Other Scheme,FoF Overseas,HSBC Global Emerging Markets Fund - Direct Growth,Direct,Growth
HSBC Asset Management (India) Private Ltd.,120044,Other Scheme,FoF Overseas,HSBC Global Emerging Markets Fund - Direct IDCW,Direct,IDCW
HSBC Asset Management (India) Private Ltd.,107988,Other Scheme,FoF Overseas,HSBC Global Emerging Markets Fund - Regular Growth,Regular,Growth
HSBC Asset Management (India) Private Ltd.,107989,Other Scheme,FoF Overseas,HSBC Global Emerging Markets Fund - Regular IDCW,Regular,IDCW
HSBC Asset Management (India) Private Ltd.,148737,Other Scheme,FoF Overseas,HSBC Global Equity Climate Change Fund of Fund - Direct Growth,Direct,Growth
HSBC Asset Management (India) Private Ltd.,148738,Other Scheme,FoF Overseas,HSBC Global Equity Climate Change Fund of Fund - Direct IDCW,Direct,IDCW
HSBC Asset Management (India) Private Ltd.,148735,Other Scheme,FoF Overseas,HSBC Global Equity Climate Change Fund of Fund - Regular Growth,Regular,Growth
HSBC Asset Management (India) Private Ltd.,148736,Other Scheme,FoF Overseas,HSBC Global Equity Climate Change Fund of Fund - Regular IDCW,Regular,IDCW
HSBC Asset Management (India) Private Ltd.,129197,Other Scheme,FoF Domestic,HSBC Income Plus Arbitrage Active FOF (erstwhile HSBC Managed Solution India - Conservative Plan) - Direct Growth,Direct,Growth
HSBC Asset Management (India) Private Ltd.,129198,Other Scheme,FoF Domestic,HSBC Income Plus Arbitrage Active FOF (erstwhile HSBC Managed Solution India - Conservative Plan) - Direct IDCW,Direct,IDCW
HSBC Asset Management (India) Private Ltd.,129195,Other Scheme,FoF Domestic,HSBC Income Plus Arbitrage Active FOF (erstwhile HSBC Managed Solution India - Conservative Plan) - Regular Growth,Regular,Growth
HSBC Asset Management (India) Private Ltd.,129196,Other Scheme,FoF Domestic,HSBC Income Plus Arbitrage Active FOF (erstwhile HSBC Managed Solution India - Conservative Plan) - Regular IDCW,Regular,IDCW
HSBC Asset Management (India) Private Ltd.,152829,Equity Scheme,Sectoral/ Thematic,HSBC India Export Opportunities Fund - Direct Growth,Direct,Growth
HSBC Asset Management (India) Private Ltd.,152831,Equity Scheme,Sectoral/ Thematic,HSBC India Export Opportunities Fund - Direct IDCW,Direct,IDCW
