AMC,schemeCode,schemeCategory,schemeSubCategory,schemeName,Plan,Option
Bandhan AMC Limited,150718,Equity Scheme,Sectoral/ Thematic,BANDHAN TRANSPORTATION AND LOGISTICS FUND - Regular IDCW,Regular,IDCW
Bandhan AMC Limited,144171,Debt Scheme,Ultra Short Duration Fund,BANDHAN ULTRA SHORT DURATION FUND - Regular Growth,Regular,Growth
Bandhan AMC Limited,144172,Debt Scheme,Ultra Short Duration Fund,BANDHAN ULTRA SHORT DURATION FUND - Regular IDCW,Regular,IDCW
Bandhan AMC Limited,149098,Other Scheme,FoF Overseas,Bandhan US specific Equity Active FOF - Regular Growth,Regular,Growth
Bandhan AMC Limited,149097,Other Scheme,FoF Overseas,Bandhan US specific Equity Active FOF - Regular IDCW,Regular,IDCW
Bandhan AMC Limited,151546,Other Scheme,FoF Overseas,Bandhan US Treasury Bond 0-1 year specific Debt Passive FOF - Regular Growth,Regular,Growth
Bandhan AMC Limited,151547,Other Scheme,FoF Overseas,Bandhan US Treasury Bond 0-1 year specific Debt Passive FOF - Regular IDCW,Regular,IDCW
Bank of India Investment Managers Private Limited,143613,Hybrid Scheme,Arbitrage Fund,BANK OF INDIA ARBITRAGE FUND - Direct IDCW,Direct,IDCW
Bank of India Investment Managers Private Limited,143617,Hybrid Scheme,Arbitrage Fund,BANK OF INDIA ARBITRAGE FUND - Regular IDCW,Regular,IDCW
Bank of India Investment Managers Private Limited,127849,Hybrid Scheme,Dynamic Asset Allocation or Balanced Advantage,BANK OF INDIA BALANCED ADVANTAGE FUND - Regular Growth,Regular,Growth
Bank of India Investment Managers Private Limited,127851,Hybrid Scheme,Dynamic Asset Allocation or Balanced Advantage,BANK OF INDIA BALANCED ADVANTAGE FUND - Regular IDCW,Regular,IDCW
Bank of India Investment Managers Private Limited,119394,Debt Scheme,Medium to Long Duration Fund,BANK OF INDIA CONSERVATIVE HYBRID FUND - Direct IDCW,Direct,IDCW
Bank of India Investment Managers Private Limited,111712,Debt Scheme,Medium to Long Duration Fund,BANK OF INDIA CONSERVATIVE HYBRID FUND - Regular Growth,Regular,Growth
Bank of India Investment Managers Private Limited,111713,Debt Scheme,Medium to Long Duration Fund,BANK OF INDIA CONSERVATIVE HYBRID FUND - Regular IDCW,Regular,IDCW
Bank of India Investment Managers Private Limited,111709,Equity Scheme,ELSS,BANK OF INDIA ELSS TAX SAVER - Regular Growth,Regular,Growth
Bank of India Investment Managers Private Limited,111708,Equity Scheme,ELSS,BANK OF INDIA ELSS TAX SAVER - Regular IDCW,Regular,IDCW
Bank of India Investment Managers Private Limited,119346,Equity Scheme,Large & Mid Cap Fund,BANK OF INDIA LARGE & MID CAP FUND - Direct IDCW,Direct,IDCW
Bank of India Investment Managers Private Limited,110599,Equity Scheme,Large & Mid Cap Fund,BANK OF INDIA LARGE & MID CAP FUND - Regular Growth,Regular,Growth
Bank of India Investment Managers Private Limited,110598,Equity Scheme,Large & Mid Cap Fund,BANK OF INDIA LARGE & MID CAP FUND - Regular IDCW,Regular,IDCW
Bank of India Investment Managers Private Limited,119368,Debt Scheme,Liquid Fund,BANK OF INDIA LIQUID FUND - Direct IDCW,Direct,IDCW
Bank of India Investment Managers Private Limited,109255,Debt Scheme,Liquid Fund,BANK OF INDIA LIQUID FUND - Regular IDCW,Regular,IDCW
Bank of India Investment Managers Private Limited,119363,Equity Scheme,Sectoral/ Thematic,BANK OF INDIA MANUFACTURING & INFRASTRUCTURE FUND - Direct IDCW,Direct,IDCW
Bank of India Investment Managers Private Limited,112360,Equity Scheme,Sectoral/ Thematic,BANK OF INDIA MANUFACTURING & INFRASTRUCTURE FUND - Regular IDCW,Regular,IDCW
Bank of India Investment Managers Private Limited,139527,Hybrid Scheme,Aggressive Hybrid Fund,BANK OF INDIA MID & SMALL CAP EQUITY & DEBT FUND - Regular Growth,Regular,Growth
Bank of India Investment Managers Private Limited,139528,Hybrid Scheme,Aggressive Hybrid Fund,BANK OF INDIA MID & SMALL CAP EQUITY & DEBT FUND - Regular IDCW,Regular,IDCW
Bank of India Investment Managers Private Limited,153292,Debt Scheme,Money Market Fund,Bank of India Money Market Fund - Direct IDCW,Direct,IDCW
Bank of India Investment Managers Private Limited,153298,Debt Scheme,Money Market Fund,Bank of India Money Market Fund - Regular IDCW,Regular,IDCW
Bank of India Investment Managers Private Limited,147948,Debt Scheme,Overnight Fund,BANK OF INDIA OVERNIGHT FUND - Direct IDCW,Direct,IDCW
Bank of India Investment Managers Private Limited,147953,Debt Scheme,Overnight Fund,BANK OF INDIA OVERNIGHT FUND - Regular IDCW,Regular,IDCW
Bank of India Investment Managers Private Limited,119383,Debt Scheme,Short Duration Fund,BANK OF INDIA SHORT TERM INCOME FUND - Direct IDCW,Direct,IDCW
Bank of India Investment Managers Private Limited,111589,Debt Scheme,Short Duration Fund,BANK OF INDIA SHORT TERM INCOME FUND - Regular IDCW,Regular,IDCW
Bank of India Investment Managers Private Limited,119380,Debt Scheme,Ultra Short Duration Fund,BANK OF INDIA ULTRA SHORT DURATION FUND - Direct IDCW,Direct,IDCW
Bank of India Investment Managers Private Limited,109264,Debt Scheme,Ultra Short Duration Fund,BANK OF INDIA ULTRA SHORT DURATION FUND - Regular IDCW,Regular,IDCW
Baroda BNP Paribas Asset Management India Private Limited,150258,Hybrid Scheme,Aggressive Hybrid Fund,BARODA BNP PARIBAS AGGRESSIVE HYBRID FUND - Regular Growth,Regular,Growth
Baroda BNP Paribas Asset Management India Private Limited,150259,Hybrid Scheme,Aggressive Hybrid Fund,BARODA BNP PARIBAS AGGRESSIVE HYBRID FUND - Regular IDCW,Regular,IDCW
Baroda BNP Paribas Asset Management India Private Limited,150250,Hybrid Scheme,Arbitrage Fund,BARODA BNP PARIBAS ARBITRAGE FUND - Regular Growth,Regular,Growth
Baroda BNP Paribas Asset Management India Private Limited,150253,Hybrid Scheme,Arbitrage Fund,BARODA BNP PARIBAS ARBITRAGE FUND - Regular IDCW,Regular,IDCW
Baroda BNP Paribas Asset Management India Private Limited,119334,Equity Scheme,Sectoral/ Thematic,Baroda BNP Paribas Banking and Financial Services Fund - Direct IDCW,Direct,IDCW
Baroda BNP Paribas Asset Management India Private Limited,117547,Equity Scheme,Sectoral/ Thematic,Baroda BNP Paribas Banking and Financial Services Fund - Regular IDCW,Regular,IDCW
Baroda BNP Paribas Asset Management India Private Limited,150207,Hybrid Scheme,Conservative Hybrid Fund,BARODA BNP PARIBAS CONSERVATIVE HYBRID FUND - Direct IDCW,Direct,IDCW
Baroda BNP Paribas Asset Management India Private Limited,150204,Hybrid Scheme,Conservative Hybrid Fund,BARODA BNP PARIBAS CONSERVATIVE HYBRID FUND - Regular IDCW,Regular,IDCW
Baroda BNP Paribas Asset Management India Private Limited,150236,Debt Scheme,Corporate Bond Fund,BARODA BNP PARIBAS CORPORATE BOND FUND - Direct IDCW,Direct,IDCW
Baroda BNP Paribas Asset Management India Private Limited,150229,Debt Scheme,Corporate Bond Fund,BARODA BNP PARIBAS CORPORATE BOND FUND - Regular Growth,Regular,Growth
Baroda BNP Paribas Asset Management India Private Limited,150228,Debt Scheme,Corporate Bond Fund,BARODA BNP PARIBAS CORPORATE BOND FUND - Regular IDCW,Regular,IDCW
Baroda BNP Paribas Asset Management India Private Limited,152898,Debt Scheme,Credit Risk Fund,Baroda BNP Paribas Credit Risk Fund (scheme has Two segregated portfolios) - Direct Growth,Direct,Growth
Baroda BNP Paribas Asset Management India Private Limited,152897,Debt Scheme,Credit Risk Fund,Baroda BNP Paribas Credit Risk Fund (scheme has Two segregated portfolios) - Direct IDCW,Direct,IDCW
Baroda BNP Paribas Asset Management India Private Limited,133486,Debt Scheme,Credit Risk Fund,Baroda BNP Paribas Credit Risk Fund (scheme has Two segregated portfolios) - Regular Growth,Regular,Growth
Baroda BNP Paribas Asset Management India Private Limited,152903,Debt Scheme,Credit Risk Fund,Baroda BNP Paribas Credit Risk Fund (scheme has Two segregated portfolios) - Regular IDCW,Regular,IDCW
Baroda BNP Paribas Asset Management India Private Limited,150181,Debt Scheme,Dynamic Bond,Baroda BNP Paribas Dynamic Bond Fund - Direct IDCW,Direct,IDCW
Baroda BNP Paribas Asset Management India Private Limited,150172,Debt Scheme,Dynamic Bond,Baroda BNP Paribas Dynamic Bond Fund - Regular Growth,Regular,Growth
Baroda BNP Paribas Asset Management India Private Limited,150174,Debt Scheme,Dynamic Bond,Baroda BNP Paribas Dynamic Bond Fund - Regular IDCW,Regular,IDCW
Baroda BNP Paribas Asset Management India Private Limited,101408,Debt Scheme,Liquid Fund,BARODA BNP PARIBAS LIQUID FUND - Regular Growth,Regular,Growth
Baroda BNP Paribas Asset Management India Private Limited,101407,Debt Scheme,Liquid Fund,BARODA BNP PARIBAS LIQUID FUND - Regular IDCW,Regular,IDCW
Baroda BNP Paribas Asset Management India Private Limited,150168,Debt Scheme,Low Duration Fund,BARODA BNP PARIBAS LOW DURATION FUND - Direct IDCW,Direct,IDCW
Baroda BNP Paribas Asset Management India Private Limited,150160,Debt Scheme,Low Duration Fund,BARODA BNP PARIBAS LOW DURATION FUND - Regular Growth,Regular,Growth
Baroda BNP Paribas Asset Management India Private Limited,150161,Debt Scheme,Low Duration Fund,BARODA BNP PARIBAS LOW DURATION FUND - Regular IDCW,Regular,IDCW
Baroda BNP Paribas Asset Management India Private Limited,147373,Debt Scheme,Money Market Fund,Baroda BNP Paribas Money Market Fund - Direct IDCW,Direct,IDCW
Baroda BNP Paribas Asset Management India Private Limited,147375,Debt Scheme,Money Market Fund,Baroda BNP Paribas Money Market Fund - Regular IDCW,Regular,IDCW
Baroda BNP Paribas Asset Management India Private Limited,147195,Debt Scheme,Overnight Fund,Baroda BNP Paribas Overnight Fund - Direct IDCW,Direct,IDCW
Baroda BNP Paribas Asset Management India Private Limited,147194,Debt Scheme,Overnight Fund,Baroda BNP Paribas Overnight Fund - Regular IDCW,Regular,IDCW
Baroda BNP Paribas Asset Management India Private Limited,119399,Debt Scheme,Short Duration Fund,Baroda BNP Paribas Short Duration Fund - Direct IDCW,Direct,IDCW
Baroda BNP Paribas Asset Management India Private Limited,113037,Debt Scheme,Short Duration Fund,Baroda BNP Paribas Short Duration Fund - Regular IDCW,Regular,IDCW
Baroda BNP Paribas Asset Management India Private Limited,143509,Debt Scheme,Ultra Short Duration Fund,Baroda BNP Paribas Ultra Short Duration Fund - Direct IDCW,Direct,IDCW
Baroda BNP Paribas Asset Management India Private Limited,143507,Debt Scheme,Ultra Short Duration Fund,Baroda BNP Paribas Ultra Short Duration Fund - Regular IDCW,Regular,IDCW
Canara Robeco Asset Management Company Limited,100601,Hybrid Scheme,Conservative Hybrid Fund,Canara Robeco Conservative Hybrid Fund - Regular Growth,Regular,Growth
Canara Robeco Asset Management Company Limited,100600,Hybrid Scheme,Conservative Hybrid Fund,Canara Robeco Conservative Hybrid Fund - Regular IDCW,Regular,IDCW
Canara Robeco Asset Management Company Limited,112152,Equity Scheme,Sectoral/ Thematic,Canara Robeco Consumer Trends Fund - Regular Growth,Regular,Growth
Canara Robeco Asset Management Company Limited,112153,Equity Scheme,Sectoral/ Thematic,Canara Robeco Consumer Trends Fund - Regular IDCW,Regular,IDCW
Canara Robeco Asset Management Company Limited,126685,Debt Scheme,Corporate Bond Fund,Canara Robeco Corporate Bond Fund - Regular Growth,Regular,Growth
Canara Robeco Asset Management Company Limited,126686,Debt Scheme,Corporate Bond Fund,Canara Robeco Corporate Bond Fund - Regular IDCW,Regular,IDCW
Canara Robeco Asset Management Company Limited,111962,Debt Scheme,Dynamic Bond,Canara Robeco Dynamic Bond Fund - Regular Growth,Regular,Growth
Canara Robeco Asset Management Company Limited,111963,Debt Scheme,Dynamic Bond,Canara Robeco Dynamic Bond Fund - Regular IDCW,Regular,IDCW
Canara Robeco Asset Management Company Limited,111722,Equity Scheme,ELSS,Canara Robeco ELSS Tax Saver - Regular Growth,Regular,Growth
Canara Robeco Asset Management Company Limited,100593,Equity Scheme,ELSS,Canara Robeco ELSS Tax Saver - Regular IDCW,Regular,IDCW
Canara Robeco Asset Management Company Limited,106166,Hybrid Scheme,Aggressive Hybrid Fund,Canara Robeco Equity Hybrid Fund - Regular Growth,Regular,Growth
Canara Robeco Asset Management Company Limited,106167,Hybrid Scheme,Aggressive Hybrid Fund,Canara Robeco Equity Hybrid Fund - Regular IDCW,Regular,IDCW
Canara Robeco Asset Management Company Limited,101922,Equity Scheme,Flexi Cap Fund,Canara Robeco Flexi Cap Fund - Regular Growth,Regular,Growth
Canara Robeco Asset Management Company Limited,101923,Equity Scheme,Flexi Cap Fund,Canara Robeco Flexi Cap Fund - Regular IDCW,Regular,IDCW
Canara Robeco Asset Management Company Limited,100597,Debt Scheme,Gilt Fund,Canara Robeco Gilt Fund - Regular Growth,Regular,Growth
Canara Robeco Asset Management Company Limited,100596,Debt Scheme,Gilt Fund,Canara Robeco Gilt Fund - Regular IDCW,Regular,IDCW
Canara Robeco Asset Management Company Limited,101588,Debt Scheme,Medium to Long Duration Fund,Canara Robeco Income Fund - Regular Growth,Regular,Growth
Canara Robeco Asset Management Company Limited,101587,Debt Scheme,Medium to Long Duration Fund,Canara Robeco Income Fund - Regular IDCW,Regular,IDCW
Canara Robeco Asset Management Company Limited,103390,Equity Scheme,Sectoral/ Thematic,Canara Robeco Infrastructure - Regular Growth,Regular,Growth
Canara Robeco Asset Management Company Limited,103389,Equity Scheme,Sectoral/ Thematic,Canara Robeco Infrastructure - Regular IDCW,Regular,IDCW
Canara Robeco Asset Management Company Limited,102920,Equity Scheme,Large & Mid Cap Fund,Canara Robeco Large and Mid Cap Fund - Regular Growth,Regular,Growth
Canara Robeco Asset Management Company Limited,102921,Equity Scheme,Large & Mid Cap Fund,Canara Robeco Large and Mid Cap Fund - Regular IDCW,Regular,IDCW
Canara Robeco Asset Management Company Limited,113221,Equity Scheme,Large Cap Fund,Canara Robeco Large Cap Fund - Regular Growth,Regular,Growth
Canara Robeco Asset Management Company Limited,113222,Equity Scheme,Large Cap Fund,Canara Robeco Large Cap Fund - Regular IDCW,Regular,IDCW
Canara Robeco Asset Management Company Limited,109353,Debt Scheme,Liquid Fund,Canara Robeco Liquid Fund - Regular Growth,Regular,Growth
Canara Robeco Asset Management Company Limited,109349,Debt Scheme,Liquid Fund,Canara Robeco Liquid Fund - Regular IDCW,Regular,IDCW
Canara Robeco Asset Management Company Limited,147534,Debt Scheme,Overnight Fund,Canara Robeco Overnight Fund - Regular Growth,Regular,Growth
Canara Robeco Asset Management Company Limited,147532,Debt Scheme,Overnight Fund,Canara Robeco Overnight Fund - Regular IDCW,Regular,IDCW
Canara Robeco Asset Management Company Limited,118291,Debt Scheme,Low Duration Fund,Canara Robeco Savings Fund - Regular Growth,Regular,Growth
Canara Robeco Asset Management Company Limited,118294,Debt Scheme,Low Duration Fund,Canara Robeco Savings Fund - Regular IDCW,Regular,IDCW
Canara Robeco Asset Management Company Limited,115077,Debt Scheme,Short Duration Fund,Canara Robeco Short Duration Fund - Regular Growth,Regular,Growth
Canara Robeco Asset Management Company Limited,115078,Debt Scheme,Short Duration Fund,Canara Robeco Short Duration Fund - Regular IDCW,Regular,IDCW
Canara Robeco Asset Management Company Limited,111881,Debt Scheme,Short Duration Fund,Canara Robeco Short Term Fund - Regular IDCW,Regular,IDCW
Canara Robeco Asset Management Company Limited,146127,Equity Scheme,Small Cap Fund,Canara Robeco Small Cap Fund - Regular Growth,Regular,Growth
Canara Robeco Asset Management Company Limited,146128,Equity Scheme,Small Cap Fund,Canara Robeco Small Cap Fund - Regular IDCW,Regular,IDCW
Canara Robeco Asset Management Company Limited,118317,Debt Scheme,Ultra Short Duration Fund,Canara Robeco Ultra Short Term Fund - Regular Growth,Regular,Growth
Canara Robeco Asset Management Company Limited,106328,Debt Scheme,Ultra Short Duration Fund,Canara Robeco Ultra Short Term Fund - Regular IDCW,Regular,IDCW
Capitalmind Asset Management Private Limited,153738,Equity Scheme,Flexi Cap Fund,Capitalmind Flexi Cap Fund - Regular Growth,Regular,Growth
DSP Asset Managers Private Limited,131302,Debt Scheme,Gilt Fund with 10 year constant duration,DSP 10Y G-Sec Fund - Direct IDCW,Direct,IDCW
DSP Asset Managers Private Limited,131298,Debt Scheme,Gilt Fund with 10 year constant duration,DSP 10Y G-Sec Fund - Regular IDCW,Regular,IDCW
DSP Asset Managers Private Limited,142279,Hybrid Scheme,Arbitrage Fund,DSP Arbitrage fund - Direct IDCW,Direct,IDCW
DSP Asset Managers Private Limited,142278,Hybrid Scheme,Arbitrage Fund,DSP Arbitrage fund - Regular IDCW,Regular,IDCW
DSP Asset Managers Private Limited,124182,Debt Scheme,Banking and PSU Fund,DSP Banking & PSU Debt Fund - Direct IDCW,Direct,IDCW
DSP Asset Managers Private Limited,124179,Debt Scheme,Banking and PSU Fund,DSP Banking & PSU Debt Fund - Regular IDCW,Regular,IDCW
DSP Asset Managers Private Limited,118921,Debt Scheme,Medium Duration Fund,DSP Bond Fund - Direct IDCW,Direct,IDCW
DSP Asset Managers Private Limited,100077,Debt Scheme,Medium Duration Fund,DSP Bond Fund - Regular IDCW,Regular,IDCW
DSP Asset Managers Private Limited,144651,Debt Scheme,Corporate Bond Fund,DSP Corporate Bond Fund - Direct IDCW,Direct,IDCW
DSP Asset Managers Private Limited,144650,Debt Scheme,Corporate Bond Fund,DSP Corporate Bond Fund - Regular IDCW,Regular,IDCW
DSP Asset Managers Private Limited,119087,Debt Scheme,Credit Risk Fund,DSP Credit Risk Fund - Direct IDCW,Direct,IDCW
DSP Asset Managers Private Limited,101838,Debt Scheme,Credit Risk Fund,DSP Credit Risk Fund - Regular IDCW,Regular,IDCW
DSP Asset Managers Private Limited,136568,Hybrid Scheme,Equity Savings,DSP Equity Savings Fund - Direct IDCW,Direct,IDCW
DSP Asset Managers Private Limited,136565,Hybrid Scheme,Equity Savings,DSP Equity Savings Fund - Regular IDCW,Regular,IDCW
DSP Asset Managers Private Limited,119100,Debt Scheme,Gilt Fund,DSP Gilt Fund - Direct IDCW,Direct,IDCW
DSP Asset Managers Private Limited,100085,Debt Scheme,Gilt Fund,DSP Gilt Fund - Regular IDCW,Regular,IDCW
DSP Asset Managers Private Limited,119123,Debt Scheme,Liquid Fund,DSP Liquidity Fund - Direct IDCW,Direct,IDCW
DSP Asset Managers Private Limited,103348,Debt Scheme,Liquid Fund,DSP Liquidity Fund - Regular IDCW,Regular,IDCW
DSP Asset Managers Private Limited,133922,Debt Scheme,Low Duration Fund,DSP Low Duration Fund - Direct IDCW,Direct,IDCW
DSP Asset Managers Private Limited,133919,Debt Scheme,Low Duration Fund,DSP Low Duration Fund - Regular IDCW,Regular,IDCW
DSP Asset Managers Private Limited,146064,Debt Scheme,Overnight Fund,DSP Overnight Fund - Direct IDCW,Direct,IDCW
DSP Asset Managers Private Limited,149312,Debt Scheme,Overnight Fund,DSP Overnight Fund - Regular IDCW,Regular,IDCW
DSP Asset Managers Private Limited,118992,Hybrid Scheme,Conservative Hybrid Fund,DSP Regular Savings Fund - Direct IDCW,Direct,IDCW
DSP Asset Managers Private Limited,102448,Hybrid Scheme,Conservative Hybrid Fund,DSP Regular Savings Fund - Regular Growth,Regular,Growth
DSP Asset Managers Private Limited,102450,Hybrid Scheme,Conservative Hybrid Fund,DSP Regular Savings Fund - Regular IDCW,Regular,IDCW
DSP Asset Managers Private Limited,119107,Debt Scheme,Money Market Fund,DSP Savings Fund - Direct IDCW,Direct,IDCW
DSP Asset Managers Private Limited,100088,Debt Scheme,Money Market Fund,DSP Savings Fund - Regular IDCW,Regular,IDCW
DSP Asset Managers Private Limited,119222,Debt Scheme,Short Duration Fund,DSP Short Term Fund - Direct IDCW,Direct,IDCW
DSP Asset Managers Private Limited,101303,Debt Scheme,Short Duration Fund,DSP Short Term Fund - Regular IDCW,Regular,IDCW
DSP Asset Managers Private Limited,119236,Debt Scheme,Dynamic Bond,DSP Strategic Bond Fund - Direct IDCW,Direct,IDCW
DSP Asset Managers Private Limited,105667,Debt Scheme,Dynamic Bond,DSP Strategic Bond Fund - Regular IDCW,Regular,IDCW
DSP Asset Managers Private Limited,119203,Debt Scheme,Ultra Short Duration Fund,DSP Ultra Short Fund - Direct IDCW,Direct,IDCW
DSP Asset Managers Private Limited,104139,Debt Scheme,Ultra Short Duration Fund,DSP Ultra Short Fund - Regular IDCW,Regular,IDCW
DSP Asset Managers Private Limited,119253,Other Scheme,FoF Overseas,DSP US Specific Equity Omni FoF - Direct IDCW,Direct,IDCW
Edelweiss Asset Management Limited,112012,Hybrid Scheme,Aggressive Hybrid Fund,Edelweiss Aggressive Hybrid Fund - Regular Growth,Regular,Growth
Edelweiss Asset Management Limited,112013,Hybrid Scheme,Aggressive Hybrid Fund,Edelweiss Aggressive Hybrid Fund - Regular IDCW,Regular,IDCW
Edelweiss Asset Management Limited,130209,Hybrid Scheme,Arbitrage Fund,Edelweiss Arbitrage Fund - Direct IDCW,Direct,IDCW
Edelweiss Asset Management Limited,130207,Hybrid Scheme,Arbitrage Fund,Edelweiss Arbitrage Fund - Regular IDCW,Regular,IDCW
Edelweiss Asset Management Limited,118614,Hybrid Scheme,Dynamic Asset Allocation or Balanced Advantage,Edelweiss Balanced Advantage Fund - Direct IDCW,Direct,IDCW
Edelweiss Asset Management Limited,112118,Hybrid Scheme,Dynamic Asset Allocation or Balanced Advantage,Edelweiss Balanced Advantage Fund - Regular IDCW,Regular,IDCW
